"body.mass"	"fd"	"fl"	"density"	"fat.perc"	"BMR"	"BMR.Act.M"	"BMR.Act.B"	"f.diam"	"f.dens"	"f.refl"	"Tb"	"Tairskin"	"Texinhaled"	"behav"	"TSS"
10.3547646783613	0.926778414330445	0.0126191374147311	862.064815887687	6.32388558824528	18.299089094406	2.49138955689222	1.08266626219125	16.0821307751164	4239.55007257704	0.428112514438108	40.1331689086966	0.331528444125224	1.5684154252708	"Y"	0.203448275862069
9.105340357434	0.657017323348671	0.767358106832951	884.60651065918	8.74123977570459	20.8324012814326	2.47495302036218	1.28640109785367	17.9844428943321	5436.34817567589	0.423651610046625	41.0670333519839	0.277199545844086	2.13818297397159	"Y"	0.25
8.42906424366757	0.502661717807874	0.0221568968249485	785.633263017575	2.21867545469645	24.5552416072904	2.01554801762477	1.0193807952744	19.9348676964305	8155.71012417935	0.26052748423256	39.4206932456158	0.255771536920406	2.35482614499144	"Y"	0.803448275862069
10.6365143279798	0.776782054266892	0.600022181262262	770.903952406061	8.50492940562367	17.4318650362024	2.17249587078067	1.26580202074908	19.6362704905979	5636.26686586849	0.210499662384391	40.2149369415827	0.3247907782075	1.78752774574794	"Y"	0
10.7645871236272	0.59734544893261	0.910240435243584	797.444289671677	5.42808632720169	26.9234623458446	2.10503649275657	1.16293937946483	16.5264834137782	8597.95898221591	0.624514730360359	41.324906630192	0.269113001528382	2.49001262993738	"Y"	0.789655172413793
7.22266177912429	0.981391542412341	0.692677780107595	764.885609364619	9.96750998238018	20.5766193046264	2.26405797065934	1.15576562989829	19.0963321946003	6530.48813030142	0.126443235694431	38.3528881166279	0.269644645628613	2.18380186436325	"Y"	0.0517241379310345
11.1810388549	0.499100427319296	0.201807108839042	832.949862800341	12.5898575796697	22.0818430075187	2.21083984674141	1.02009221194964	17.3067999435402	5689.75237201257	0.35935058318451	38.9137598463111	0.298496867671795	2.19648294357583	"Y"	0.818965517241379
9.60094113410711	0.0115587735017762	0.7351307831835	730.323686798067	11.7180948493359	25.2753497654129	2.00200419074949	1.42875032917969	16.4462563088946	9970.10145458356	0.936165991699323	38.9707270800658	0.442886469395831	1.02793649883755	"Y"	0.782758620689655
9.45779001338929	0.698627195233479	0.477279819296673	865.720949661634	6.09215369982729	26.2537506848632	2.22038689353224	1.03668051399337	16.8251368945166	7045.42098396895	0.786945995941758	41.9693038411774	0.323500493230391	2.23467769425921	"Y"	0.818965517241379
11.3746879896373	0.625315607501194	0.0113104558736086	706.147697950071	2.83506432022415	17.3815548035073	2.06089722237876	1.2053871410517	16.9834719304703	9414.60644023661	0.372423094176687	38.4014704296179	0.353753826869093	1.73924674718454	"Y"	0.0172413793103448
10.9618632351734	0.238047552793287	0.696551701859571	792.00983248305	3.03632187297512	24.3728400210887	2.4808390753055	1.04160115749901	17.9253986099362	8845.97924532508	0.34656012805365	41.7223563242406	0.38375715791313	1.38382508581504	"Y"	0.782758620689655
9.36188951389417	0.87417287277244	0.526055612006225	699.251631728309	6.93337513097515	24.6370772030083	2.40523717051419	1.31488439784432	19.5078631357364	8885.79382886514	0.901305829451419	39.9221532687545	0.428691754551884	2.32885693819821	"Y"	0.775862068965517
9.16746573688611	0.71031810698472	0.108734327963553	1042.61638675567	12.1985509113048	20.3903772261076	2.04106743410369	1.22005831466801	19.0868327261433	5324.14105518004	0.456039042972028	39.7816989474297	0.2758399272657	2.3241380344443	"Y"	0.774137931034483
9.08345769362897	0.630850087703206	0.740472458072938	681.163553338449	7.79294696035236	24.0768408568542	2.02284273123276	1.37097934619663	16.2844631568566	5883.13322512116	0.919654747520573	41.5145751286931	0.477370953379385	1.25645382320881	"Y"	0.306896551724138
11.4642374003358	0.688325360667892	0.552201949412934	739.146417635906	5.81511761339875	26.0487513961433	2.31581911546318	1.06057152524451	17.4147491131686	7415.03426808035	0.331416106071323	39.3140535127893	0.31535027508121	1.7475209866818	"Y"	0.787931034482759
9.74895177963599	0.177022038053721	0.618192473595962	990.460947581163	4.96190883885035	21.5164133178132	2.33106854462204	1.44122470659856	17.4919419202842	5564.89110597186	0.404028319872916	40.9925749963	0.400476003121864	2.38721842588112	"Y"	0.81551724137931
11.0353722417317	0.200902174587362	0.182799009087495	773.837211541332	6.15535108636562	22.8036094401562	2.18111100177653	1.09146670506336	16.4045910032503	9287.35012094844	0.576341446566395	38.3842188835926	0.469183610422909	1.51421450105309	"Y"	0.629310344827586
7.74873756736889	0.515605705466121	0.270970416896977	723.373794320123	2.9728862588062	25.0722563821441	2.26119757458288	1.45069535486074	16.9573091110028	5938.8739958019	0.478131602945738	40.0577968728468	0.466473350550141	1.21821329119243	"Y"	0.0344827586206897
8.24681150677279	0.66271341368556	0.705454821330495	870.767460039508	10.1854860651591	15.3763058059634	2.31994502008008	1.05170793032134	18.3218397755846	8709.59237902435	0.851948130506091	38.7230394324251	0.494135401437618	1.91283087166771	"Y"	0
6.62702858944535	0.946371926995926	0.178149016052485	758.324005695572	8.89990679684896	24.2561019243487	2.34268329480104	1.3072632252113	19.9098788266666	9339.01618490396	0.440159854872152	41.6402777944021	0.320374856936838	2.1299354230985	"Y"	0
11.3047387548283	0.428665790174156	0.150810146465898	843.083144009999	4.82152901885891	18.9367416717554	2.34606430846406	1.35882147637522	18.4470611195378	4143.59966753023	0.0507574749700725	39.0025112706497	0.470183153251745	2.9146618875321	"Y"	0.28448275862069
10.0623339453936	0.896145367220975	0.605319095545448	704.077035137503	5.22780533604259	16.0928448812318	2.10780066136317	1.1686530487705	17.2096452677548	4647.57737523373	0.195989305184223	39.7086560507193	0.288324699285626	2.47257142404467	"Y"	0
11.2827319284894	0.808211273034103	0.295242203480564	921.040240844784	5.03063164727595	19.9337279794708	2.04428763965052	1.34565989421587	18.3640393699072	4596.36772477487	0.926315132527612	40.6602889126539	0.37695008486975	1.09126950545236	"Y"	0.768965517241379
8.35098537802547	0.0750241975011304	0.296761830583215	743.450278806072	9.47036883264305	22.3680005156172	2.06552717792103	1.12302484974312	18.0874182051942	4282.36728594098	0.259895814319141	40.8923746541664	0.436605214027781	2.8381031573005	"Y"	0
10.5578479649074	0.972314241957851	0.240083330562338	1039.77886405833	3.6871472588839	24.9644166523933	2.20658159064455	1.25254520174582	16.4908014837243	4840.14761726046	0.617539248470217	41.9343344781585	0.293667116247304	2.75684992118925	"Y"	0.808620689655172
7.42658373603076	0.919605371639132	0.46507127107773	659.950716462942	11.360713286192	17.6270316606281	2.4374282716196	1.46272129091294	17.4418613814041	5787.39565331945	0.562899999191053	38.6879892736301	0.446269327665586	1.60061522120237	"Y"	0
7.47879782611057	0.612986596233212	0.636971109223552	956.333259134642	3.4092877258623	22.38815975891	2.45548967714049	1.13246178406756	18.2592012046352	7535.65056683086	0.129402654659934	38.6717376600541	0.289405802126881	2.86844636233896	"Y"	0.762068965517241
7.66809334472343	0.217006531828083	0.748171804756857	677.38900875851	12.999406435951	20.7741437170581	2.17481095689163	1.20317852896033	16.292528697338	4750.66641512867	0.14324153020326	39.0708150726445	0.248882183963619	2.85431289022788	"Y"	0
9.47714231655374	0.212765101440251	0.443127303315327	711.664013432821	10.5154783249127	21.7744698306249	2.13545984324208	1.41283993990859	18.2922330233119	7124.81157476641	0.756164467000403	41.3909944564626	0.493490333164949	2.39360557490773	"Y"	0
8.73455404046327	0.452531375485472	0.399386698778719	1036.60845875041	2.33756857257718	15.0772235635179	2.17106923098583	1.01659476961661	17.4878079149462	7168.71616209671	0.0130636336002499	40.6427040856704	0.347014864083752	1.29825952609442	"Y"	0
7.65769448596835	0.469308297652751	0.650851116721518	752.734165254409	10.2764301475291	23.8716914640597	2.00020989947487	1.1185820245808	19.3079655405134	8789.32733089058	0.604496698911302	39.6316717670113	0.229958621737827	2.65700791871548	"Y"	0.117241379310345
7.28972633429468	0.96514037233498	0.045302770819515	849.594310347237	3.62440711649088	25.956881925298	2.29169604028016	1.18483885512687	16.3722202541754	9523.62428862639	0.111834468119778	40.0093809892721	0.271656537159067	2.9677156380862	"Y"	0.827586206896552
6.46663284935355	0.655380724143237	0.883646265057847	958.313385737551	4.17010018336922	19.1547971851115	2.39253407405177	1.48566531759407	18.4086151011512	9089.24518661434	0.474674132212996	41.3979971611835	0.474208252436295	1.63371546577476	"Y"	0
10.8379697189093	0.571818625725806	0.161148009399883	1007.51970385742	10.3046480111297	24.8338023745062	2.23830774518335	1.32329251216678	16.5439539229386	7012.92167114345	0.83616342387069	38.6035777952336	0.275187486214284	2.48695032539777	"Y"	0.78448275862069
7.05249058762714	0.175206601756625	0.818249493218958	1049.83486395568	7.85869393074401	23.921016576057	2.11800233927695	1.48132206341252	17.5745363166854	6720.41074583093	0.0263020852347836	38.2778995023929	0.272589035149943	1.96249349102937	"Y"	0.806896551724138
